1463828079806,15897
1463828079852,15658
1463828079912,13401
1463828079956,14928
1463828080015,16079
1463828080062,11205
1463828080166,23189
1463828080212,22146
1463828080257,16031
1463828080330,16819
1463828080375,15883
1463828080465,17442
1463828080511,15480
1463828080570,13666
1463828080615,18717
1463828080662,17118
1463828080721,18809
1463828080826,13337
1463828080871,9660
1463828080916,6440
1463828080962,31702
1463828081021,24477
1463828081111,15852
1463828081171,15631
1463828081215,17787
1463828081262,15620
1463828081322,15877
1463828081366,15806
1463828081471,15854
1463828081530,15864
1463828081575,16098
1463828081622,15942
1463828081667,15692
1463828081726,17653
1463828081831,15415
1463828081876,15404
1463828081935,16183
1463828081980,15706
1463828082026,15826
1463828082071,15810
1463828082176,16509
1463828082221,15493
1463828082281,15956
1463828082342,15696
1463828082372,15542
1463828082476,15471
1463828082521,16136
1463828082581,15810
1463828082627,15617
1463828082700,15387
1463828082746,15746
1463828082792,16265
1463828082897,15773
1463828082956,15782
1463828083002,15660
1463828083062,16426
1463828083107,15487
1463828083166,16812
1463828083212,15774
1463828083257,15518
1463828083362,15676
1463828083407,15884
1463828083466,15851
1463828083511,15795
1463828083557,15847
1463828083662,16103
1463828083707,15639
1463828083766,20508
1463828083811,19932
1463828083886,10039
1463828083916,14617
1463828083976,14508
1463828084036,17554
1463828084127,19875
1463828084186,14138
1463828084231,16395
1463828084291,16049
1463828084336,16020
1463828084427,15844
1463828084486,15737
1463828084531,15802
1463828084591,15763
1463828084636,15694
1463828084726,15913
1463828084786,15760
1463828084831,15897
1463828084891,15735
1463828084923,16375
1463828085026,19414
1463828085072,15639
1463828085131,10571
1463828085176,18038
1463828085222,18021
1463828085342,14921
1463828085372,16384
1463828085431,16481
1463828085476,15858
1463828085521,15948
1463828085612,15705
1463828085671,15833
1463828085717,15762
1463828085762,15795
1463828085807,15334
1463828085912,15982
1463828085971,15930
1463828086017,15545
1463828086062,15451
1463828086121,15888
1463828086167,15592
1463828086271,15540
1463828086316,15980
1463828086362,16113
1463828086407,14595
1463828086512,16312
1463828086571,15154
1463828086616,16364
1463828086676,16042
1463828086722,15286
1463828086781,15984
1463828086828,14817
1463828086931,15665
1463828086977,15709
1463828087022,15433
1463828087096,15416
1463828087129,15484
1463828087186,15129
1463828087277,16284
1463828087322,15713
1463828087383,15716
1463828087427,15617
1463828087486,15844
1463828087577,15750
1463828087636,15793
1463828087696,15605
1463828087742,16022
1463828087788,15597
1463828087861,15464
1463828087906,15959
1463828087953,15660
1463828088057,15985
1463828088102,15774
1463828088161,15743
1463828088208,15641
1463828088253,15552
1463828088311,15785
1463828088403,16239
1463828088461,15486
1463828088506,15370
1463828088553,15661
1463828088611,15665
1463828088702,15740
1463828088761,15786
1463828088807,15859
1463828088853,15838
1463828088912,15766
1463828088958,15810
1463828089061,15572
1463828089106,15971
1463828089153,15799
1463828089211,16166
1463828089257,15507
1463828089362,15704
1463828089406,15769
1463828089453,15825
1463828089498,15818
1463828089556,15714
1463828089647,15810
1463828089706,15883
1463828089753,15612
1463828089797,15456
1463828089857,18144
1463828089902,20746
1463828090006,13181
1463828090053,9217
1463828090112,15237
1463828090156,19009
1463828090202,14553
1463828090308,15865
1463828090367,16298
1463828090413,15771
1463828090472,15766
1463828090517,15826
1463828090562,15707
1463828090653,15872
1463828090712,15823
1463828090758,15770
1463828090817,15863
1463828090862,15773
1463828090967,15759
1463828091012,15802
1463828091058,15772
1463828091117,15860
1463828091162,15849
1463828091208,15824
1463828091312,16085
1463828091358,15846
1463828091417,15606
1463828091477,15755
1463828091509,15986
1463828091612,17066
1463828091657,15062
1463828091717,17257
1463828091763,15408
1463828091808,16193
1463828091912,16977
1463828091960,15104
1463828092017,15143
1463828094597,16377
1463828094687,15812
1463828094732,15901
1463828094779,16035
1463828094839,15932
1463828094942,16076
1463828094973,16117
1463828095032,16047
1463828095077,15660
1463828095123,16115
1463828095229,15696
1463828095287,15932
1463828095332,16089
1463828095379,15811
1463828095423,15900
1463828095482,15803
1463828095573,15850
1463828095633,15736
1463828095679,15932
1463828095737,15750
1463828095782,15819
1463828095933,18741
1463828095978,15548
1463828096082,16051
1463828096129,15823
1463828096173,16037
1463828096233,16044
1463828096278,15477
1463828096382,15836
1463828096428,15670
1463828096487,15876
1463828096532,15786
1463828096578,15603
1463828096682,15910
1463828096729,15730
1463828096787,15760
1463828096833,15846
1463828096893,15859
1463828096938,15729
1463828096984,15843
1463828097088,16078
1463828097133,15622
1463828097192,15966
1463828097239,15883
1463828097283,15840
1463828097389,15654
1463828097433,15195
1463828097493,16361
1463828097537,15196
1463828097584,16739
1463828097702,16132
1463828097733,15946
1463828097808,18126
1463828097853,16302
1463828097899,16225
1463828097943,15937
1463828098003,16478
1463828098094,16686
1463828098153,16334
1463828098199,15252
1463828098258,16864
1463828098303,16382
1463828098393,16055
1463828098453,16243
1463828098499,16481
1463828098544,16267
1463828098604,16415
1463828098663,16176
1463828098754,16282
1463828098798,16081
1463828098843,16340
1463828098903,16274
1463828098963,16352
1463828099053,16338
1463828099099,16025
1463828099144,16344
1463828099203,16384
1463828099263,16225
1463828099308,16301
1463828099399,16225
1463828099458,16343
1463828099503,16214
1463828099563,16536
1463828099594,16619
1463828099698,16460
1463828099744,16337
1463828099803,16120
1463828099848,16348
1463828099894,16119
1463828099998,16188
1463828100043,16173
1463828100089,16458
1463828100133,16238
1463828100239,16616
1463828100284,16296
1463828100343,15979
1463828100389,16177
1463828100433,16410
1463828100493,16208
1463828100584,16239
1463828100644,16369
1463828100703,16405
1463828100748,16320
1463828100794,16393
1463828100853,16127
1463828100958,16189
1463828101004,16135
1463828101063,16160
1463828101109,16296
1463828101154,16225
1463828101199,16377
1463828101304,16148
1463828101363,16379
1463828101408,16203
1463828101469,16552
1463828101515,16128
1463828101573,16164
1463828101618,16430
1463828101738,16248
1463828101784,15965
1463828101843,16311
1463828101889,16515
1463828101934,16460
1463828101993,15963
1463828102039,16290
1463828102084,16152
1463828102189,16322
1463828102249,16474
1463828102294,16163
1463828102353,16151
1463828102399,16124
1463828102445,14898
1463828102563,16900
1463828102594,16614
1463828102653,15975
1463828102713,16293
1463828102744,16520
1463828102850,16305
1463828102908,16237
1463828102954,16628
1463828103013,16466
1463828103059,16087
1463828103118,17184
1463828103163,13532
1463828103254,15852
1463828103300,15378
1463828103373,15625
1463828103404,17107
1463828103463,16584
1463828103554,15592
1463828103613,15880
1463828103658,16299
1463828103718,16302
1463828103763,15777
1463828103809,16419
1463828103913,15947
1463828103959,16012
1463828104018,16124
1463828104063,16157
1463828104109,16034
1463828104213,16283
1463828104259,16085
1463828104318,16205
1463828104363,15923
1463828104409,16176
1463828104454,16248
1463828104559,15987
1463828104619,16289
1463828104663,16884
1463828104723,16053
1463828104754,15998
1463828104860,15977
1463828104904,16151
1463828104963,16061
1463828105009,16051
1463828105054,16023
1463828105114,16053
1463828105203,16247
1463828105264,16076
1463828105309,16082
1463828105386,16039
1463828105414,16208
1463828105519,16103
1463828105564,16295
1463828105609,15959
1463828105669,17054
1463828105714,15623
1463828105819,16382
1463828105849,15899
1463828105909,17757
1463828105954,16745
1463828105999,13111
1463828106104,15555
1463828106163,16102
1463828106208,17068
1463828106255,15246
1463828106328,15845
1463828106374,15900
1463828106449,16380
1463828106509,15340
1463828106555,15927
1463828106613,15962
1463828106659,15832
1463828106764,15821
1463828106809,15853
1463828106855,15925
1463828106914,15830
1463828106974,15360
1463828107033,14983
1463828107079,15920
1463828107170,15786
1463828107229,15862
1463828107274,16034
1463828107320,16822
1463828107379,19428
1463828107470,16552
1463828107528,9172
1463828107575,16559
1463828107620,16169
1463828107679,18187
1463828107724,15911
1463828107829,15575
1463828107874,15997
1463828107920,15900
1463828107980,16233
1463828108039,15407
1463828108083,16206
1463828108189,15955
1463828108234,15796
1463828108280,15811
1463828108325,15798
1463828108384,15702
1463828108430,15896
1463828108535,15766
1463828108580,15750
1463828108639,15646
1463828108685,15763
1463828108730,15797
1463828108834,15830
1463828108880,15742
1463828108939,15848
1463828108984,15909
1463828109030,15768
1463828109134,15881
1463828109180,17590
1463828109239,16002
1463828111823,15721
1463828111854,15902
1463828111899,15881
1463828111944,15839
1463828112050,15854
1463828112108,15820
1463828112155,15657
1463828112199,15751
1463828112258,15949
1463828112350,15932
1463828112423,15909
1463828112455,15716
1463828112500,15816
1463828112558,17149
1463828112618,19698
1463828112694,17407
1463828112753,9997
1463828112814,12829
1463828112859,16582
1463828112903,17256
1463828113008,16379
1463828113053,14430
1463828113099,17284
1463828113145,18271
1463828113190,16978
1463828113293,17395
1463828113340,18658
1463828113398,13491
1463828113444,17575
1463828113490,16114
1463828113594,15259
1463828113640,16076
1463828113698,15645
1463828113744,15541
1463828113790,15871
1463828113893,15891
1463828113954,15761
1463828113998,16368
1463828114045,17536
1463828114089,18563
1463828114239,17741
1463828114299,10739
1463828114403,12804
1463828114463,35367
1463828114495,19284
1463828114539,16528
1463828114598,15615
1463828114688,16280
1463828114733,15056
1463828114779,14961
1463828114838,15989
1463828114929,15973
1463828114989,15564
1463828115035,15821
1463828115079,15985
1463828115139,15815
1463828115183,15903
1463828115274,15787
1463828115334,15765
1463828115394,15770
1463828115439,15728
1463828115484,15822
1463828115574,15785
1463828115649,15819
1463828115680,15744
1463828115738,15234
1463828115798,17360
1463828115874,16037
1463828115935,13169
1463828115980,22014
1463828116038,13618
1463828116084,16056
1463828116130,15589
1463828116233,16265
1463828116279,13516
1463828116338,15899
1463828116386,16834
1463828116429,15753
1463828116534,15767
1463828116579,15879
1463828116639,15795
1463828116684,15693
1463828116730,15676
1463828116789,15824
1463828116879,15707
1463828116925,15807
1463828116969,15800
1463828117029,15806
1463828117120,15720
1463828117179,15669
1463828117224,15687
1463828117270,15480
1463828117329,16115
1463828117419,15457
1463828117478,15614
1463828117524,16169
1463828117570,15882
1463828117629,16032
1463828117674,18031
1463828117778,14481
1463828117826,15599
1463828117871,17266
1463828117929,15989
1463828117975,15797
1463828118079,16043
1463828118124,15977
1463828118170,15731
1463828118229,15881
1463828118289,18802
1463828118379,30058
1463828118425,19745
1463828118484,12108
1463828118530,9766
1463828118574,11803
1463828118620,13342
1463828118725,14368
1463828118770,17061
1463828118829,16143
1463828118875,16140
1463828118920,16787
1463828119025,15957
1463828119070,15765
1463828119129,14166
1463828119175,11895
1463828119219,8491
1463828119324,15146
1463828119370,26568
1463828119429,20316
1463828119474,17147
1463828119520,22900
1463828119564,14559
1463828119670,16235
1463828119715,16278
1463828119775,15781
1463828119834,15756
1463828119865,16371
1463828119955,15757
1463828120014,16192
1463828120059,15775
1463828120105,16187
1463828120210,15250
1463828120269,16209
1463828120315,15320
1463828120374,15743
1463828120435,15571
1463828120509,15101
1463828120539,15657
1463828120644,16046
1463828120689,15770
1463828120735,15769
1463828120780,15244
1463828120840,16204
1463828120899,15955
1463828120960,17261
1463828120991,16721
1463828121094,15916
1463828121140,14790
1463828121199,16413
1463828121245,15874
1463828121290,15874
1463828121394,16047
1463828121440,16045
1463828121500,15766
1463828121545,15950
1463828121591,15748
1463828121695,16137
1463828121741,15282
1463828121799,15575
1463828121859,15803
1463828121904,15821
1463828121964,15667
1463828122040,15669
1463828122099,15682
1463828122145,15720
1463828122190,15910
1463828122249,15844
1463828122354,15974
1463828122414,16626
1463828122445,16029
1463828122520,16305
1463828122549,15465
1463828122596,16014
1463828122714,15607
1463828122746,15731
1463828122790,15373
1463828122850,17770
1463828122896,15149
1463828122955,16589
1463828123059,15695
1463828123105,16058
1463828123150,15828
1463828123196,15854
1463828123255,16243
1463828123359,15605
1463828123419,16000
1463828123464,15620
1463828123510,15658
1463828123555,16107
1463828123614,15838
1463828123661,15710
1463828123764,15989
1463828123810,15490
1463828123871,16057
1463828123915,15968
1463828124020,15825
1463828124065,15736
1463828124124,15642
1463828124170,15516
1463828124244,15991
1463828124275,17248
1463828124320,16594
1463828124379,15095
