-226.69999999999814,-142.2000000000022,248.49999999999892
-227.29999999999814,-137.5000000000022,243.6999999999989
-227.09999999999815,-139.9000000000022,246.09999999999891
-227.09999999999815,-135.10000000000218,241.2999999999989
-226.49999999999815,-132.70000000000218,238.8999999999989
-226.69999999999814,-130.30000000000217,236.4999999999989
-227.79999999999814,-127.90000000000217,234.0999999999989
-229.19999999999814,-125.50000000000216,231.69999999999888
-229.99999999999815,-123.30000000000216,229.29999999999887
-229.99999999999815,-121.80000000000216,226.89999999999887
-229.49999999999815,-121.10000000000215,224.49999999999886
-228.99999999999815,-121.20000000000215,222.09999999999886
-228.89999999999816,-121.80000000000214,219.69999999999885
-229.19999999999814,-123.50000000000215,217.99999999999886
-229.09999999999815,-122.70000000000215,218.09999999999886
-228.59999999999815,-124.00000000000215,219.49999999999886
-225.29999999999814,-122.20000000000215,224.29999999999887
-227.19999999999814,-123.70000000000215,221.89999999999887
-223.99999999999812,-119.80000000000214,226.69999999999888
-223.09999999999812,-115.00000000000213,231.3999999999989
-223.6999999999981,-117.40000000000214,229.0999999999989
-221.7999999999981,-112.60000000000213,232.4999999999989
-219.1999999999981,-108.90000000000212,232.6999999999989
-220.2999999999981,-110.20000000000212,232.7999999999989
-219.09999999999812,-109.30000000000213,233.09999999999891
-221.49999999999812,-113.30000000000213,233.99999999999892
-219.99999999999812,-110.90000000000212,233.6999999999989
-222.89999999999813,-115.70000000000213,234.09999999999891
-224.29999999999814,-120.10000000000214,234.3999999999989
-223.99999999999812,-118.10000000000214,234.2999999999989
-223.59999999999815,-121.70000000000213,234.5999999999989
-222.39999999999816,-122.90000000000214,234.9999999999989
-221.19999999999817,-123.80000000000214,235.3999999999989
-220.09999999999818,-124.50000000000215,235.9999999999989
-219.19999999999817,-124.90000000000215,236.7999999999989
-218.29999999999816,-125.00000000000215,237.7999999999989
-217.29999999999816,-124.80000000000214,238.9999999999989
-216.09999999999818,-124.50000000000215,240.3999999999989
-214.79999999999816,-124.00000000000215,241.8999999999989
-213.39999999999816,-123.40000000000215,243.1999999999989
-210.69999999999814,-121.90000000000215,244.59999999999891
-211.99999999999815,-122.70000000000215,244.09999999999891
-209.69999999999814,-121.10000000000215,244.6999999999989
-209.09999999999815,-120.30000000000216,244.49999999999892
-208.89999999999816,-119.70000000000216,244.1999999999989
-208.99999999999815,-119.40000000000217,243.99999999999892
-209.39999999999816,-119.50000000000216,243.79999999999893
-210.09999999999815,-119.70000000000216,243.49999999999892
-211.19999999999814,-119.90000000000217,243.09999999999891
-214.99999999999812,-120.20000000000216,241.7999999999989
-212.79999999999814,-120.00000000000216,242.59999999999891
-217.39999999999813,-120.50000000000216,240.7999999999989
-222.09999999999815,-121.90000000000217,239.1999999999989
-219.79999999999814,-121.00000000000216,239.7999999999989
-223.49999999999815,-123.00000000000216,239.1999999999989
-223.69999999999817,-125.00000000000216,240.9999999999989
-223.89999999999816,-124.10000000000215,239.8999999999989
-223.59999999999818,-125.60000000000215,241.8999999999989
-223.29999999999816,-125.70000000000215,242.6999999999989
