1463827124133,-673.8999999999994,-176.39999999999947,-422.3000000000031
1463827124133,-676.1999999999994,-175.69999999999948,-419.9000000000031
1463827124133,-678.3999999999994,-175.19999999999948,-417.5000000000031
1463827124167,-680.2999999999994,-175.09999999999948,-415.4000000000031
1463827124168,-681.8999999999994,-175.3999999999995,-413.9000000000031
1463827124169,-683.2999999999994,-175.6999999999995,-412.9000000000031
1463827124208,-684.4999999999994,-175.7999999999995,-412.3000000000031
1463827124208,-686.5999999999995,-175.3999999999995,-411.8000000000031
1463827124208,-685.5999999999995,-175.6999999999995,-411.9000000000031
1463827124239,-687.5999999999995,-174.9999999999995,-412.00000000000307
1463827124239,-689.3999999999994,-174.29999999999947,-413.3000000000031
1463827124239,-688.5999999999995,-174.59999999999948,-412.50000000000307
1463827124255,-689.9999999999994,-174.29999999999947,-414.3000000000031
1463827124255,-690.1999999999994,-174.99999999999946,-416.8000000000031
1463827124255,-690.2999999999994,-174.49999999999946,-415.50000000000307
1463827124283,-689.8999999999994,-175.69999999999945,-418.1000000000031
1463827124283,-688.5999999999993,-177.29999999999947,-420.8000000000031
1463827124283,-689.2999999999994,-176.49999999999946,-419.4000000000031
1463827124299,-687.8999999999993,-177.99999999999946,-422.3000000000031
1463827124300,-687.1999999999992,-178.59999999999945,-423.8000000000031
1463827124300,-686.4999999999992,-178.99999999999946,-425.3000000000031
1463827124329,-685.8999999999992,-179.29999999999947,-426.8000000000031
1463827124329,-684.6999999999991,-179.49999999999946,-429.8000000000031
1463827124329,-685.2999999999992,-179.39999999999947,-428.3000000000031
1463827124359,-683.8999999999992,-179.59999999999945,-431.20000000000306
1463827124359,-682.8999999999992,-179.69999999999945,-432.50000000000307
1463827124359,-681.6999999999991,-179.69999999999945,-433.8000000000031
1463827124403,-680.1999999999991,-179.39999999999944,-435.20000000000306
1463827124403,-676.1999999999991,-177.99999999999943,-438.4000000000031
1463827124403,-678.2999999999992,-178.79999999999944,-436.8000000000031
1463827124419,-674.1999999999991,-177.19999999999942,-439.6000000000031
1463827124419,-672.8999999999992,-176.69999999999942,-440.1000000000031
1463827124419,-672.3999999999992,-176.79999999999941,-439.8000000000031
1463827124463,-672.0999999999992,-177.3999999999994,-438.50000000000307
1463827124463,-671.0999999999992,-178.2999999999994,-433.9000000000031
1463827124463,-671.6999999999992,-178.0999999999994,-436.3000000000031
1463827124479,-670.2999999999993,-178.0999999999994,-431.5000000000031
1463827124479,-669.3999999999993,-177.8999999999994,-429.10000000000315
1463827124479,-668.8999999999993,-178.19999999999942,-426.7000000000032
1463827124510,-668.7999999999993,-178.49999999999943,-424.3000000000032
1463827124510,-668.9999999999993,-178.39999999999944,-422.2000000000032
1463827124510,-669.6999999999994,-177.89999999999944,-420.5000000000032
1463827124538,-670.9999999999993,-177.09999999999943,-419.2000000000032
1463827124538,-672.7999999999993,-176.19999999999942,-418.40000000000316
1463827124538,-675.0999999999992,-175.29999999999941,-418.10000000000315
1463827124568,-677.4999999999992,-174.29999999999941,-418.30000000000314
1463827124568,-679.8999999999992,-173.29999999999941,-418.90000000000316
1463827124568,-682.2999999999992,-172.59999999999943,-419.7000000000032
1463827124614,-684.1999999999991,-172.19999999999942,-420.60000000000315
1463827124615,-685.4999999999991,-172.29999999999941,-421.5000000000031
1463827124615,-686.0999999999991,-172.69999999999942,-422.4000000000031
1463827124658,-686.1999999999991,-173.3999999999994,-423.3000000000031
1463827124658,-685.9999999999991,-174.19999999999942,-424.3000000000031
1463827124658,-685.799999999999,-174.8999999999994,-425.3000000000031
1463827124660,-685.699999999999,-175.3999999999994,-426.4000000000031
1463827124660,-686.299999999999,-175.29999999999941,-428.8000000000031
1463827124660,-685.8999999999991,-175.4999999999994,-427.6000000000031
1463827124689,-686.8999999999991,-174.79999999999941,-430.00000000000307
1463827124689,-687.3999999999991,-174.09999999999943,-431.20000000000306
1463827124689,-687.5999999999991,-173.29999999999941,-432.50000000000307
1463827124719,-687.3999999999991,-172.4999999999994,-433.8000000000031
1463827124719,-686.699999999999,-171.5999999999994,-435.3000000000031
1463827124719,-685.599999999999,-170.5999999999994,-437.20000000000306
1463827124764,-684.099999999999,-169.4999999999994,-439.60000000000304
1463827124764,-680.099999999999,-168.0999999999994,-444.400000000003
1463827124764,-682.199999999999,-168.5999999999994,-442.000000000003
1463827124765,-677.899999999999,-167.8999999999994,-446.80000000000297
1463827124765,-675.899999999999,-167.69999999999942,-447.900000000003
1463827124765,-674.499999999999,-167.79999999999941,-447.80000000000297
1463827124825,-673.699999999999,-168.69999999999942,-447.400000000003
1463827124825,-674.299999999999,-172.49999999999943,-447.20000000000294
1463827124825,-673.599999999999,-170.49999999999943,-447.30000000000297
1463827124840,-675.799999999999,-173.79999999999944,-446.90000000000293
1463827124840,-677.9999999999991,-174.09999999999945,-446.3000000000029
1463827124840,-680.3999999999991,-173.89999999999947,-445.5000000000029
1463827124870,-682.799999999999,-173.59999999999945,-444.7000000000029
1463827124870,-684.699999999999,-173.59999999999945,-444.0000000000029
1463827124870,-685.999999999999,-173.99999999999946,-443.3000000000029
1463827124898,-686.699999999999,-174.59999999999945,-442.6000000000029
1463827124898,-687.099999999999,-175.59999999999945,-441.5000000000029
1463827124898,-686.999999999999,-175.19999999999945,-442.0000000000029
1463827124928,-686.999999999999,-175.79999999999944,-441.1000000000029
1463827124928,-686.899999999999,-175.79999999999944,-440.70000000000294
1463827124928,-686.7999999999989,-175.69999999999945,-440.40000000000293
1463827124975,-686.7999999999989,-175.49999999999946,-440.1000000000029
1463827124975,-686.7999999999989,-174.99999999999946,-439.5000000000029
1463827124975,-686.7999999999989,-175.29999999999947,-439.8000000000029
1463827125003,-686.6999999999989,-174.69999999999945,-439.2000000000029
1463827125003,-686.4999999999989,-174.49999999999946,-438.9000000000029
1463827125003,-686.1999999999989,-174.29999999999947,-438.7000000000029
1463827125034,-685.899999999999,-174.09999999999948,-438.5000000000029
1463827125034,-685.299999999999,-173.49999999999946,-438.2000000000029
1463827125034,-685.599999999999,-173.79999999999947,-438.3000000000029
1463827125052,-684.9999999999991,-173.19999999999945,-438.10000000000286
1463827125052,-684.799999999999,-172.89999999999944,-438.00000000000284
1463827125052,-684.599999999999,-172.59999999999943,-437.9000000000028
1463827125079,-684.399999999999,-172.29999999999941,-437.8000000000028
1463827125079,-684.1999999999989,-171.9999999999994,-437.6000000000028
1463827125079,-683.9999999999989,-171.6999999999994,-437.4000000000028
1463827125109,-683.7999999999988,-171.4999999999994,-437.20000000000283
1463827125109,-683.5999999999988,-171.29999999999941,-437.00000000000284
1463827125109,-683.3999999999987,-171.09999999999943,-436.80000000000285
1463827125140,-683.1999999999987,-170.89999999999944,-436.60000000000286
1463827125140,-682.9999999999986,-170.69999999999945,-436.4000000000029
1463827125141,-682.7999999999986,-170.49999999999946,-436.2000000000029
1463827125170,-682.6999999999986,-170.29999999999947,-436.0000000000029
1463827125170,-682.6999999999986,-170.19999999999948,-435.7000000000029
1463827125170,-682.7999999999986,-170.09999999999948,-435.4000000000029
1463827125183,-682.9999999999986,-169.9999999999995,-435.10000000000286
1463827125183,-683.2999999999986,-169.8999999999995,-434.80000000000285
1463827125183,-683.6999999999986,-169.7999999999995,-434.50000000000284
1463827125228,-684.0999999999985,-169.6999999999995,-434.20000000000283
1463827125228,-684.4999999999985,-169.5999999999995,-433.9000000000028
1463827125228,-684.7999999999985,-169.49999999999952,-433.6000000000028
1463827125273,-685.0999999999984,-169.49999999999952,-433.3000000000028
1463827125273,-685.2999999999985,-169.49999999999952,-433.1000000000028
1463827125273,-685.3999999999985,-169.49999999999952,-432.9000000000028
1463827125289,-685.4999999999985,-169.49999999999952,-432.8000000000028
1463827125289,-685.6999999999986,-169.49999999999952,-432.60000000000275
1463827125289,-685.5999999999985,-169.49999999999952,-432.7000000000028
1463827125333,-685.8999999999986,-169.39999999999952,-432.60000000000275
1463827125333,-686.0999999999987,-169.29999999999953,-432.60000000000275
1463827125333,-686.2999999999987,-169.19999999999953,-432.60000000000275
1463827125335,-686.4999999999987,-169.09999999999954,-432.60000000000275
1463827125335,-686.5999999999988,-169.09999999999954,-432.7000000000028
1463827125335,-686.6999999999988,-169.09999999999954,-432.8000000000028
1463827125379,-686.6999999999988,-169.09999999999954,-432.9000000000028
1463827125379,-686.6999999999988,-169.09999999999954,-433.00000000000284
1463827125379,-686.6999999999988,-169.09999999999954,-433.20000000000283
