1463827124149,32758
1463827124194,26320
1463827124253,20244
1463827124298,17501
1463827124344,16269
1463827124449,41159
1463827124508,34542
1463827124555,30450
1463827124613,19265
1463827124659,17694
1463827124705,14407
1463827124823,38610
1463827124868,23692
1463827124914,13649
1463827124973,14795
1463827125020,15472
1463827125063,16304
1463827125125,17044
1463827125214,17474
1463827125275,16334
1463827125319,16248
1463827125364,16132
1463827125410,18113
1463827125514,27436
1463827125589,23507
1463827125618,15151
1463827125665,20658
1463827125723,17656
